trait,term,Df,Sum Sq,Mean Sq,F value,Pr(>F)
Fat,loc,2,27.3811360038662,13.6905680019331,1.33090805820583,0.26857549690244
Fat,year,2,48.6877104526562,24.3438552263281,2.3665514158318,0.0986967003245233
Fat,FD:loc,10,24.1993550696881,2.41993550696881,0.235250404958249,0.99208291070801
Fat,FD:year,10,92.0417303590943,9.20417303590943,0.894769892738054,0.540722221070137
Fat,loc:year,4,378.639450874571,94.6598627186427,9.20221674243981,1.98440353664123e-06
Fat,FD:loc:year,20,39.6012286119042,1.98006143059521,0.192488705607367,0.9999437231005
Fat,Residuals,107,1100.67015311458,10.2866369449961,NA,NA
IVTDMD30,FD,5,50.3601116512839,10.0720223302568,0.979136561746384,0.434021849793827
IVTDMD30,loc,2,27.3811360038662,13.6905680019331,1.33090805820583,0.26857549690244
IVTDMD30,year,2,48.6877104526562,24.3438552263281,2.3665514158318,0.0986967003245233
IVTDMD30,FD:loc,10,24.1993550696881,2.41993550696881,0.235250404958249,0.99208291070801
IVTDMD30,FD:year,10,92.0417303590943,9.20417303590943,0.894769892738054,0.540722221070137
IVTDMD30,loc:year,4,378.639450874571,94.6598627186427,9.20221674243981,1.98440353664123e-06
IVTDMD30,FD:loc:year,20,39.6012286119042,1.98006143059521,0.192488705607367,0.9999437231005
IVTDMD30,Residuals,107,1100.67015311458,10.2866369449961,NA,NA
IVTDMD48,FD,5,50.3601116512839,10.0720223302568,0.979136561746384,0.434021849793827
IVTDMD48,loc,2,27.3811360038662,13.6905680019331,1.33090805820583,0.26857549690244
IVTDMD48,year,2,48.6877104526562,24.3438552263281,2.3665514158318,0.0986967003245233
IVTDMD48,FD:loc,10,24.1993550696881,2.41993550696881,0.235250404958249,0.99208291070801
IVTDMD48,FD:year,10,92.0417303590943,9.20417303590943,0.894769892738054,0.540722221070137
IVTDMD48,loc:year,4,378.639450874571,94.6598627186427,9.20221674243981,1.98440353664123e-06
IVTDMD48,FD:loc:year,20,39.6012286119042,1.98006143059521,0.192488705607367,0.9999437231005
IVTDMD48,Residuals,107,1100.67015311458,10.2866369449961,NA,NA
K,FD,5,50.3601116512839,10.0720223302568,0.979136561746384,0.434021849793827
K,loc,2,27.3811360038662,13.6905680019331,1.33090805820583,0.26857549690244
K,year,2,48.6877104526562,24.3438552263281,2.3665514158318,0.0986967003245233
K,FD:loc,10,24.1993550696881,2.41993550696881,0.235250404958249,0.99208291070801
K,FD:year,10,92.0417303590943,9.20417303590943,0.894769892738054,0.540722221070137
K,loc:year,4,378.639450874571,94.6598627186427,9.20221674243981,1.98440353664123e-06
K,FD:loc:year,20,39.6012286119042,1.98006143059521,0.192488705607367,0.9999437231005
K,Residuals,107,1100.67015311458,10.2866369449961,NA,NA
Lignin,FD,5,50.3601116512839,10.0720223302568,0.979136561746384,0.434021849793827
Lignin,loc,2,27.3811360038662,13.6905680019331,1.33090805820583,0.26857549690244
Lignin,year,2,48.6877104526562,24.3438552263281,2.3665514158318,0.0986967003245233
Lignin,FD:loc,10,24.1993550696881,2.41993550696881,0.235250404958249,0.99208291070801
Lignin,FD:year,10,92.0417303590943,9.20417303590943,0.894769892738054,0.540722221070137
Lignin,loc:year,4,378.639450874571,94.6598627186427,9.20221674243981,1.98440353664123e-06
Lignin,FD:loc:year,20,39.6012286119042,1.98006143059521,0.192488705607367,0.9999437231005
Lignin,Residuals,107,1100.67015311458,10.2866369449961,NA,NA
Mg,FD,5,50.3601116512839,10.0720223302568,0.979136561746384,0.434021849793827
Mg,loc,2,27.3811360038662,13.6905680019331,1.33090805820583,0.26857549690244
Mg,year,2,48.6877104526562,24.3438552263281,2.3665514158318,0.0986967003245233
Mg,FD:loc,10,24.1993550696881,2.41993550696881,0.235250404958249,0.99208291070801
Mg,FD:year,10,92.0417303590943,9.20417303590943,0.894769892738054,0.540722221070137
Mg,loc:year,4,378.639450874571,94.6598627186427,9.20221674243981,1.98440353664123e-06
Mg,FD:loc:year,20,39.6012286119042,1.98006143059521,0.192488705607367,0.9999437231005
Mg,Residuals,107,1100.67015311458,10.2866369449961,NA,NA
P,FD,5,50.3601116512839,10.0720223302568,0.979136561746384,0.434021849793827
P,loc,2,27.3811360038662,13.6905680019331,1.33090805820583,0.26857549690244
P,year,2,48.6877104526562,24.3438552263281,2.3665514158318,0.0986967003245233
P,FD:loc,10,24.1993550696881,2.41993550696881,0.235250404958249,0.99208291070801
P,FD:year,10,92.0417303590943,9.20417303590943,0.894769892738054,0.540722221070137
P,loc:year,4,378.639450874571,94.6598627186427,9.20221674243981,1.98440353664123e-06
P,FD:loc:year,20,39.6012286119042,1.98006143059521,0.192488705607367,0.9999437231005
P,Residuals,107,1100.67015311458,10.2866369449961,NA,NA
Starch,FD,5,50.3601116512839,10.0720223302568,0.979136561746384,0.434021849793827
Starch,loc,2,27.3811360038662,13.6905680019331,1.33090805820583,0.26857549690244
Starch,year,2,48.6877104526562,24.3438552263281,2.3665514158318,0.0986967003245233
Starch,FD:loc,10,24.1993550696881,2.41993550696881,0.235250404958249,0.99208291070801
Starch,FD:year,10,92.0417303590943,9.20417303590943,0.894769892738054,0.540722221070137
Starch,loc:year,4,378.639450874571,94.6598627186427,9.20221674243981,1.98440353664123e-06
Starch,FD:loc:year,20,39.6012286119042,1.98006143059521,0.192488705607367,0.9999437231005
Starch,Residuals,107,1100.67015311458,10.2866369449961,NA,NA
Su_ESC,FD,5,50.3601116512839,10.0720223302568,0.979136561746384,0.434021849793827
Su_ESC,loc,2,27.3811360038662,13.6905680019331,1.33090805820583,0.26857549690244
Su_ESC,year,2,48.6877104526562,24.3438552263281,2.3665514158318,0.0986967003245233
Su_ESC,FD:loc,10,24.1993550696881,2.41993550696881,0.235250404958249,0.99208291070801
Su_ESC,FD:year,10,92.0417303590943,9.20417303590943,0.894769892738054,0.540722221070137
Su_ESC,loc:year,4,378.639450874571,94.6598627186427,9.20221674243981,1.98440353664123e-06
Su_ESC,FD:loc:year,20,39.6012286119042,1.98006143059521,0.192488705607367,0.9999437231005
Su_ESC,Residuals,107,1100.67015311458,10.2866369449961,NA,NA
Su_WSC,FD,5,50.3601116512839,10.0720223302568,0.979136561746384,0.434021849793827
Su_WSC,loc,2,27.3811360038662,13.6905680019331,1.33090805820583,0.26857549690244
Su_WSC,year,2,48.6877104526562,24.3438552263281,2.3665514158318,0.0986967003245233
Su_WSC,FD:loc,10,24.1993550696881,2.41993550696881,0.235250404958249,0.99208291070801
Su_WSC,FD:year,10,92.0417303590943,9.20417303590943,0.894769892738054,0.540722221070137
Su_WSC,loc:year,4,378.639450874571,94.6598627186427,9.20221674243981,1.98440353664123e-06
Su_WSC,FD:loc:year,20,39.6012286119042,1.98006143059521,0.192488705607367,0.9999437231005
Su_WSC,Residuals,107,1100.67015311458,10.2866369449961,NA,NA
TTNDFD,FD,5,50.3601116512839,10.0720223302568,0.979136561746384,0.434021849793827
TTNDFD,loc,2,27.3811360038662,13.6905680019331,1.33090805820583,0.26857549690244
TTNDFD,year,2,48.6877104526562,24.3438552263281,2.3665514158318,0.0986967003245233
TTNDFD,FD:loc,10,24.1993550696881,2.41993550696881,0.235250404958249,0.99208291070801
TTNDFD,FD:year,10,92.0417303590943,9.20417303590943,0.894769892738054,0.540722221070137
TTNDFD,loc:year,4,378.639450874571,94.6598627186427,9.20221674243981,1.98440353664123e-06
TTNDFD,FD:loc:year,20,39.6012286119042,1.98006143059521,0.192488705607367,0.9999437231005
TTNDFD,Residuals,107,1100.67015311458,10.2866369449961,NA,NA
